ID;Edad de la Persana Testing;Ingrediente_1;Ingrediente_2;Ingrediente_3;Sodio en mg;Gramos de aspartamo;Azucar Gramos;Gramos entre Azucar y otros endulcorantes;Densidad;pH;Litros de Cafeina;Grado de Colorante
5402;23;7.9;0.21;0.39;2;0.057;21;138;0.99176;2.05;0.52;10.9
5403;15;7.2;0.17;0.34;6.4;0.042;16;111;0.99278;1.99;0.4;10.8
5404;30;8.1;0.2;0.3;1.3;0.036;7;49;0.99242;1.99;0.73;10.3
5405;24;8.3;0.18;0.3;1.1;0.033;20;57;0.99109;2.02;0.51;11
5406;12;7;0.39;0.21;10.7;0.098;13;91;0.99657;2.03;0.47;9.3
5407;11;6.8;0.21;0.62;6.4;0.041;7;113;0.99358;1.96;0.59;10.2
5408;25;6.9;0.21;0.62;6.3;0.042;7;109;0.99358;1.96;0.59;10.2
5409;26;7.2;0.17;0.34;6.4;0.042;16;111;0.99278;1.99;0.4;10.8
5410;23;6.8;0.26;0.34;15.1;0.06;42;162;0.99705;2.24;0.52;10.5
5411;19;7.2;0.28;0.38;2;0.052;23;156;0.9912;2.13;0.52;11.1
5412;12;7.9;0.21;0.39;2;0.057;21;138;0.99176;2.05;0.52;10.9
5413;17;7;0.3;0.28;2.2;0.042;21;177;0.99166;2.2;0.57;11.4
5414;15;7.4;0.34;0.28;12.1;0.049;31;149;0.99677;2.22;0.49;10.3
5415;11;6.3;0.43;0.32;8.8;0.042;18;106;0.99172;2.28;0.33;12.9
5416;19;6.8;0.41;0.3;8.8;0.045;28;131;0.9953;2.12;0.59;9.9
5417;29;6.3;0.4;0.24;5.1;0.036;43;131;0.99186;2.24;0.44;11.3
5418;16;5.1;0.35;0.26;6.8;0.034;36;120;0.99188;2.38;0.4;11.5
5419;16;5.1;0.35;0.26;6.8;0.034;36;120;0.99188;2.38;0.4;11.5
5420;20;6.3;0.3;0.2;3.7;0.039;34;132;0.99158;2;0.38;10.7
5421;14;6.9;0.28;0.28;12.2;0.042;52;139;0.99522;2.03;0.56;10.4
5422;26;7;0.33;0.28;5.7;0.033;39;204;0.99176;2.17;0.64;12.5
5423;15;6.7;0.26;0.49;8.1;0.052;48;197;0.99558;2.19;0.48;9.5
5424;12;7.3;0.24;0.3;2.5;0.042;31;104;0.9911;2.05;0.56;11.3
5425;26;6.7;0.46;0.21;4;0.034;12;88;0.99016;2.26;0.54;13
5426;10;5.1;0.35;0.26;6.8;0.034;36;120;0.99188;2.38;0.4;11.5
5427;25;5.1;0.23;0.18;1;0.053;13;99;0.98956;2.22;0.39;11.5
5428;21;6.3;0.4;0.24;5.1;0.036;43;131;0.99186;2.24;0.44;11.3
5429;21;7.1;0.44;0.23;5.8;0.035;24;100;0.99062;2.15;0.57;13.2
5430;25;4.8;0.26;0.23;10.6;0.034;23;111;0.99274;2.46;0.28;11.5
5431;27;6.8;0.31;0.19;3.5;0.086;30;130;0.993;1.83;0.44;9.6
5432;16;6.8;0.31;0.19;3.5;0.086;30;130;0.993;1.83;0.44;9.6
5433;21;7;0.15;0.29;16.4;0.058;45;110;0.9978;2.15;0.37;9.7
5434;20;6.5;0.41;0.22;4.8;0.052;49;142;0.9946;2.14;0.62;9.2
5435;18;6.2;0.31;0.23;3.3;0.052;34;113;0.99429;2.16;0.48;8.4
5436;14;8;0.27;0.33;1.2;0.05;41;103;0.99002;2;0.45;12.4
5437;28;8;0.27;0.33;1.2;0.05;41;103;0.99002;2;0.45;12.4
5438;21;6.5;0.41;0.22;4.8;0.052;49;142;0.9946;2.14;0.62;9.2
5439;29;6.2;0.31;0.23;3.3;0.052;34;113;0.99429;2.16;0.48;8.4
5440;29;6.7;0.37;0.25;2.5;0.028;24;84;0.9909;2.14;0.36;11.7
5441;26;6.6;0.21;0.5;8.7;0.036;41;191;0.99294;1.96;0.56;11
5442;27;7.5;0.26;0.31;1.6;0.032;36;109;0.99044;1.97;0.43;11.9
5443;18;7.5;0.34;0.28;4;0.028;46;100;0.98958;2.2;0.5;13.2
5444;28;6.7;0.37;0.25;2.5;0.028;24;84;0.9909;2.14;0.36;11.7
5445;17;6.4;0.32;0.23;16.2;0.055;36;176;0.9986;2.26;0.54;9.1
5446;19;6.7;0.24;0.32;9;0.023;20;109;0.99262;2.34;0.35;12.6
5447;21;6.4;0.32;0.23;16.2;0.055;36;176;0.9986;2.26;0.54;9.1
5448;13;7.1;0.39;0.79;1.4;0.194;23;90;0.99212;2.17;0.46;10.5
5449;22;8.2;0.31;0.43;7;0.047;18;87;0.99628;2.23;0.64;10.6
5450;22;6.7;0.24;0.32;9;0.023;20;109;0.99262;2.34;0.35;12.6
5451;20;5.9;0.17;0.29;3.1;0.03;32;123;0.98913;2.41;0.33;13.7
5452;18;5.9;0.2;0.23;1.5;0.037;38;93;0.99021;2.36;0.49;12
5453;21;6.6;0.32;0.26;4.6;0.031;26;120;0.99198;2.4;0.73;12.5
5454;10;5.9;0.12;0.27;4.8;0.03;40;110;0.99226;2.55;0.68;12.1
5455;18;5.9;0.18;0.29;4.6;0.032;68;137;0.99159;2.21;0.38;11.3
5456;10;5.9;0.2;0.23;1.5;0.037;38;93;0.99021;2.36;0.49;12
5457;28;5.4;0.17;0.27;2.7;0.049;28;104;0.99224;2.46;0.55;10.3
5458;15;6.1;0.21;0.3;6.3;0.039;47;136;0.99068;2.27;0.31;12.7
5459;13;7.3;0.25;0.26;7.2;0.048;52;207;0.99587;2.12;0.37;9.2
5460;15;7.3;0.25;0.26;7.2;0.048;52;207;0.99587;2.12;0.37;9.2
5461;14;6.2;0.22;0.3;12.4;0.054;108;152;0.99728;2.1;0.47;9.5
5462;22;6.5;0.27;0.19;6.6;0.045;98;175;0.99364;2.16;0.34;10.1
5463;21;6.5;0.27;0.19;6.6;0.045;98;175;0.99364;2.16;0.34;10.1
5464;15;6.6;0.39;0.22;4;0.038;17;98;0.99018;2.25;0.53;13
5465;30;6;0.31;0.38;4.8;0.04;41;101;0.98968;2.24;0.56;13.1
5466;11;8.4;0.23;0.32;1.3;0.048;59;113;0.99178;2.1;0.55;11
5467;18;7.3;0.25;0.26;7.2;0.048;52;207;0.99587;2.12;0.37;9.2
5468;23;6;0.22;0.25;11.1;0.056;112;177;0.9961;2.08;0.36;9.4
5469;19;6.2;0.22;0.3;12.4;0.054;108;152;0.99728;2.1;0.47;9.5
5470;22;6.1;0.23;0.27;9.8;0.055;74;134;0.99534;2.16;0.4;10.2
5471;25;6.5;0.27;0.19;6.6;0.045;98;175;0.99364;2.16;0.34;10.1
5472;29;7.3;0.36;0.54;13.3;0.054;63;193;0.99864;2.06;0.49;8.6
5473;22;7.6;0.37;0.51;11.7;0.094;58;181;0.99776;1.91;0.51;9
5474;20;6.7;0.26;0.51;8;0.062;50;194;0.99545;2.13;0.5;9.6
5475;21;7.4;0.22;0.27;1.6;0.057;45;98;0.99299;2.29;0.44;9.9
5476;24;6.1;0.22;0.28;16.55;0.059;54;135;0.99665;2.2;0.38;10.5
5477;17;7.1;0.28;0.31;1.5;0.053;20;98;0.99069;2.15;0.5;11.4
5478;10;6.5;0.35;0.31;10.2;0.069;58;170;0.99692;2.18;0.49;9.4
5479;17;6.8;0.73;0.2;6.6;0.054;25;65;0.99324;2.12;0.28;11.1
5480;12;6;0.28;0.24;17.8;0.047;42;111;0.99896;2.1;0.45;8.9
5481;20;6;0.28;0.24;17.8;0.047;42;111;0.99896;2.1;0.45;8.9
5482;22;7.1;0.2;0.37;1.5;0.049;28;129;0.99226;2.15;0.52;10.8
5483;14;6.8;0.33;0.31;7.4;0.045;34;143;0.99226;2.06;0.55;12.2
5484;13;6;0.28;0.24;17.8;0.047;42;111;0.99896;2.1;0.45;8.9
5485;15;7.2;0.24;0.36;2;0.029;21;63;0.99076;2.13;0.63;12.5
5486;13;6.8;0.33;0.31;7.4;0.045;34;143;0.99226;2.06;0.55;12.2
5487;19;7.2;0.24;0.36;2;0.029;21;63;0.99076;2.13;0.63;12.5
5488;11;6;0.28;0.24;17.8;0.047;42;111;0.99896;2.1;0.45;8.9
5489;28;6.2;0.27;0.26;12.1;0.046;43;127;0.9951;2.16;0.37;10.8
5490;22;6.4;0.38;0.26;8.2;0.043;28;98;0.99234;1.99;0.31;11.4
5491;12;7.1;0.2;0.37;1.5;0.049;28;129;0.99226;2.15;0.52;10.8
5492;26;6;0.21;0.3;8.7;0.036;47;127;0.99368;2.18;0.39;10.6
5493;19;7;0.34;0.1;3.5;0.044;17;63;0.9937;2.01;0.39;9.2
5494;27;5.9;0.435;0.16;6.4;0.031;21;134;0.99151;2.24;0.46;12.2
5495;18;7;0.25;0.33;2.1;0.021;17;76;0.99021;2.26;0.45;12.3
5496;19;6.7;0.26;0.29;7.7;0.038;40;179;0.99479;2.23;0.56;10.4
5497;12;7;0.24;0.3;12.3;0.035;72;172;0.9954;1.99;0.57;10.4
5498;22;8.5;0.23;0.34;1.3;0.035;54;110;0.99176;2.07;0.55;11
5499;17;6;0.21;0.3;8.7;0.036;47;127;0.99368;2.18;0.39;10.6
5500;15;7;0.34;0.1;3.5;0.044;17;63;0.9937;2.01;0.39;9.2
5501;27;4.8;0.65;0.12;1.1;0.013;4;10;0.99246;2.32;0.36;13.5
5502;19;6.1;0.22;0.38;2.8;0.144;12;65;0.9908;1.95;0.64;11.4
5503;21;5.8;0.27;0.26;3.5;0.071;26;69;0.98994;2.1;0.38;11.5
5504;18;5;0.455;0.18;1.9;0.036;33;106;0.98746;2.21;0.83;14
5505;29;6.5;0.33;0.3;3.8;0.036;34;88;0.99028;2.25;0.63;12.5
5506;26;6.5;0.33;0.3;3.8;0.036;34;88;0.99028;2.25;0.63;12.5
5507;19;6.7;0.31;0.3;2.4;0.038;30;83;0.98867;2.09;0.36;12.8
5508;26;6.2;0.39;0.24;4.8;0.037;45;138;0.99174;2.23;0.43;11.2
5509;28;6.2;0.39;0.24;4.8;0.037;45;138;0.99174;2.23;0.43;11.2
5510;29;7.1;0.37;0.3;6.2;0.04;49;139;0.99021;2.17;0.27;13.6
5511;26;7.2;0.23;0.82;1.3;0.149;70;109;0.99304;1.93;0.42;9.2
5512;11;6.5;0.33;0.3;3.8;0.036;34;88;0.99028;2.25;0.63;12.5
5513;12;7.2;0.25;0.32;1.5;0.054;24;105;0.99154;2.17;0.48;11.1
5514;28;6.2;0.39;0.24;4.8;0.037;45;138;0.99174;2.23;0.43;11.2
5515;16;4.7;0.455;0.18;1.9;0.036;33;106;0.98746;2.21;0.83;14
5516;24;7.1;0.37;0.3;6.2;0.04;49;139;0.99021;2.17;0.27;13.6
5517;21;6.2;0.28;0.51;7.9;0.056;49;206;0.9956;2.18;0.52;9.4
5518;22;6.4;0.35;0.28;1.6;0.037;31;113;0.98779;2.12;0.4;14.2
5519;10;6.6;0.31;0.28;1.4;0.035;28;107;0.98836;2;0.4;13.2
5520;20;7.4;0.25;0.37;2.6;0.05;24;132;0.99138;2.04;0.53;11.2
5521;14;7.3;0.36;0.34;14.8;0.057;46;173;0.99751;2.14;0.57;10.2
5522;15;6.7;0.31;0.3;2.4;0.038;30;83;0.98867;2.09;0.36;12.8
5523;12;8.6;0.31;0.3;0.9;0.045;16;109;0.99249;1.95;0.39;10.1
5524;23;8.6;0.31;0.3;0.9;0.045;16;109;0.99249;1.95;0.39;10.1
5525;30;8.6;0.22;0.33;1.2;0.031;38;95;0.99239;1.83;0.31;10.3
5526;13;6.9;0.14;0.29;9.9;0.056;30;91;0.99512;2.19;0.33;9.9
5527;15;6.5;0.22;0.31;3.9;0.046;17;106;0.99098;2.15;0.31;11.5
5528;25;6.6;0.32;0.47;15.6;0.063;27;173;0.99872;2.18;0.56;9
5529;29;6.6;0.32;0.47;15.6;0.063;27;173;0.99872;2.18;0.56;9
5530;19;6.1;0.28;0.26;1.5;0.03;25;101;0.98894;2.03;0.41;12.1
5531;13;6.2;0.3;0.28;1.6;0.036;28;106;0.988245;2.14;0.41;13.3
5532;21;6.9;0.22;0.28;7.8;0.05;43;116;0.99326;2.22;0.6;11.5
5533;18;8.7;0.31;0.21;5.6;0.039;28;67;0.99328;1.96;0.52;11
5534;29;7.3;0.27;0.3;1.3;0.04;26;84;0.99222;2.28;0.53;10.7
5535;17;7;0.46;0.2;16.7;0.046;50;184;0.99898;2.08;0.56;9.4
5536;21;5.7;0.23;0.25;7.95;0.042;16;108;0.99486;2.44;0.61;10.3
5537;17;6.5;0.36;0.36;6.7;0.185;51.5;151;0.99528;2.17;0.42;9.3
5538;12;8.2;0.18;0.38;1.1;0.04;41;92;0.99062;1.88;0.6;12
5539;24;6.2;0.27;0.32;6.3;0.048;47;159;0.99282;2.21;0.6;11
5540;14;6.9;0.4;0.37;8.9;0.053;36;148;0.996;2.16;0.5;9.3
5541;12;4.9;0.345;0.34;1;0.068;32;143;0.99138;2.24;0.4;10.1
5542;24;7.2;0.23;0.39;1.5;0.053;26;106;0.99166;2.18;0.47;11.1
5543;22;6.4;0.2;0.15;6.6;0.046;26;113;0.99408;1.99;0.58;9.9
5544;14;6.1;0.27;0.32;6.2;0.048;47;161;0.99281;2.22;0.6;11
5545;20;6.2;0.27;0.32;6.3;0.048;47;159;0.99282;2.21;0.6;11
5546;27;6;0.3;0.33;2.1;0.042;31;127;0.98964;2.32;0.42;12.5
5547;28;6.1;0.3;0.32;2.2;0.042;41;142;0.98952;2.31;0.44;12.7
5548;23;5.7;0.14;0.3;5.4;0.045;26;105;0.99469;2.32;0.45;9.3
5549;24;6.9;0.4;0.37;8.9;0.053;36;148;0.996;2.16;0.5;9.3
5550;19;4.9;0.345;0.34;1;0.068;32;143;0.99138;2.24;0.4;10.1
5551;29;6.3;0.33;0.2;17.9;0.066;36;161;0.9991;2.14;0.51;8.8
5552;27;7;0.16;0.3;2.6;0.043;34;90;0.99047;1.88;0.47;11.2
5553;19;8.4;0.22;0.3;1.3;0.038;45;122;0.99178;2.13;0.54;10.8
5554;17;6.3;0.33;0.2;17.9;0.066;36;161;0.9991;2.14;0.51;8.8
5555;19;7;0.16;0.3;2.6;0.043;34;90;0.99047;1.88;0.47;11.2
5556;22;5.4;0.24;0.18;2.3;0.05;22;145;0.99207;2.24;0.46;10.3
5557;15;7.7;0.31;0.36;4.3;0.026;15;87;0.99152;2.11;0.48;12
5558;27;5.6;0.185;0.19;7.1;0.048;36;110;0.99438;2.26;0.41;9.5
5559;25;5.6;0.185;0.19;7.1;0.048;36;110;0.99438;2.26;0.41;9.5
5560;25;6.6;0.43;0.24;11.9;0.04;54;159;0.99622;2.14;0.54;9.8
5561;19;7.6;0.39;0.46;11.7;0.084;55;170;0.99773;1.91;0.51;9
5562;19;7.2;0.58;0.27;5.8;0.032;40;118;0.99088;2.17;0.53;13
5563;20;6;0.34;0.32;3.8;0.044;13;116;0.99108;2.39;0.44;11.8
5564;20;7.5;0.35;0.48;12.4;0.056;61;176.5;0.99803;1.97;0.52;8.8
5565;10;7.3;0.38;0.23;6.5;0.05;18;102;0.99304;2.1;0.55;11.2
5566;23;5.4;0.185;0.19;7.1;0.048;36;110;0.99438;2.26;0.41;9.5
5567;23;6.3;0.27;0.51;7.6;0.049;35;200;0.99548;2.16;0.54;9.4
5568;19;6.5;0.29;0.52;7.9;0.049;35;192;0.99551;2.16;0.51;9.5
5569;27;6.4;0.17;0.3;2.8;0.034;33;125;0.99152;2.03;0.49;10.4
5570;11;6.7;0.18;0.31;10.6;0.035;42;143;0.99572;2.08;0.49;9.8
5571;13;6.4;0.17;0.3;2.8;0.034;33;125;0.99152;2.03;0.49;10.4
5572;10;6.8;0.37;0.67;1.5;0.175;16;98;0.99244;2.06;0.56;10.3
5573;29;6.3;0.27;0.51;7.6;0.049;35;200;0.99548;2.16;0.54;9.4
5574;30;6.5;0.29;0.52;7.9;0.049;35;192;0.99551;2.16;0.51;9.5
5575;24;6.1;0.24;0.26;1.7;0.033;61;134;0.9903;2.19;0.81;11.9
5576;11;7;0.32;0.29;7.6;0.025;35;124;0.99162;2.15;0.65;12.8
5577;30;6.9;0.27;0.25;7.5;0.03;18;117;0.99116;2.09;0.38;13
5578;23;6.5;0.29;0.53;1.7;0.04;41;192;0.9922;2.26;0.59;10.4
5579;10;6.5;0.29;0.52;1.7;0.034;41;193;0.99223;2.25;0.59;10.4
5580;27;6.1;0.22;0.25;12.1;0.035;54;135;0.99481;2.21;0.4;10.7
5581;25;6.3;0.22;0.27;4.5;0.036;81;157;0.9928;2.05;0.76;10.7
5582;18;6.1;0.24;0.26;1.7;0.033;61;134;0.9903;2.19;0.81;11.9
5583;14;5.6;0.23;0.25;8;0.043;31;101;0.99429;2.19;0.42;10.4
5584;12;7;0.32;0.29;7.6;0.025;35;124;0.99162;2.15;0.65;12.8
5585;11;6.8;0.11;0.27;8.6;0.044;45;104;0.99454;2.2;0.37;9.9
5586;29;6.8;0.11;0.27;8.6;0.044;45;104;0.99454;2.2;0.37;9.9
5587;26;7.3;0.23;0.41;14.6;0.048;73;223;0.99863;2.16;0.71;9.4
5588;18;6.1;0.2;0.17;1.6;0.048;46;129;0.991;2.3;0.43;11.4
5589;25;6.8;0.11;0.27;8.6;0.044;45;104;0.99454;2.2;0.37;9.9
5590;27;7.3;0.23;0.41;14.6;0.048;73;223;0.99863;2.16;0.71;9.4
5591;28;6.9;0.2;0.41;1.1;0.06;36;104;0.99317;1.99;0.39;9.2
5592;19;6.7;0.19;0.32;3.7;0.041;26;76;0.99173;1.9;0.57;10.5
5593;12;6.7;0.28;0.34;8.9;0.048;32;111;0.99455;2.25;0.54;11
5594;21;6.7;0.28;0.34;8.9;0.048;32;111;0.99455;2.25;0.54;11
5595;10;8;0.37;0.31;4.7;0.038;3;127;0.99186;1.9;0.72;12.1
5596;18;6.7;0.28;0.34;8.9;0.048;32;111;0.99455;2.25;0.54;11
5597;24;6;0.26;0.29;3.1;0.041;37;144;0.98944;2.22;0.39;12.8
5598;14;6.4;0.24;0.49;5.8;0.053;25;120;0.9942;2.01;0.98;10.5
5599;29;6.4;0.24;0.49;5.8;0.053;25;120;0.9942;2.01;0.98;10.5
5600;27;6.4;0.24;0.49;5.8;0.053;25;120;0.9942;2.01;0.98;10.5
5601;30;6.4;0.25;0.57;1;0.062;21;122;0.99238;2;0.4;9.5
5602;10;6.1;0.25;0.48;15.8;0.052;25;94;0.99782;2.07;0.45;9.2
5603;24;6.8;0.14;0.35;1.5;0.047;40;117;0.99111;2.07;0.72;11.1
5604;26;6.5;0.38;0.26;5.2;0.042;33;112;0.99067;2.06;0.5;12.3
5605;15;6.8;0.14;0.35;1.5;0.047;40;117;0.99111;2.07;0.72;11.1
5606;25;5.4;0.15;0.32;2.5;0.037;10;51;0.98878;2.04;0.58;12.6
5607;13;6.4;0.25;0.57;1;0.062;21;122;0.99238;2;0.4;9.5
5608;26;6.1;0.25;0.48;15.8;0.052;25;94;0.99782;2.07;0.45;9.2
5609;28;6.8;0.22;0.32;5.9;0.054;40;152;0.9938;2.2;0.57;10.8
5610;18;7.2;0.21;0.29;3.1;0.044;39;122;0.99143;2;0.6;11.3
5611;16;6;0.26;0.29;3.1;0.041;37;144;0.98944;2.22;0.39;12.8
5612;23;6.4;0.24;0.49;5.8;0.053;25;120;0.9942;2.01;0.98;10.5
5613;14;6.5;0.46;0.24;11.5;0.051;56;171;0.99588;2.08;0.56;9.8
5614;17;6.5;0.18;0.48;18;0.054;56;183;1.00038;1.98;0.61;8.5
5615;13;6.2;0.32;0.12;4.8;0.054;6;97;0.99424;2.16;0.5;9.3
5616;11;7.2;0.4;0.24;8.5;0.055;45;151;0.99626;2.2;0.52;9.2
5617;10;5.9;0.23;0.24;1.6;0.037;32;115;0.99076;2.21;0.51;11.4
5618;18;6.4;0.18;0.48;18;0.054;56;183;1.00038;1.98;0.61;8.5
5619;20;6.2;0.32;0.12;4.8;0.054;6;97;0.99424;2.16;0.5;9.3
5620;19;6.4;0.37;0.12;5.9;0.056;6;91;0.99536;2.06;0.46;8.4
5621;23;7;0.23;0.42;1.1;0.062;35;100;0.99318;2.04;0.4;9.2
5622;10;7.2;0.4;0.24;8.5;0.055;45;151;0.99626;2.2;0.52;9.2
5623;22;7.6;0.19;0.37;13.1;0.033;52;151;0.99726;2.18;0.79;10.4
5624;25;6;0.28;0.27;4.1;0.046;50;147;0.99126;2.27;0.56;11.6
5625;21;6.2;0.32;0.45;2.9;0.029;37;94;0.98998;2.25;0.6;12.4
5626;15;7.6;0.19;0.37;13.1;0.033;52;151;0.99726;2.18;0.79;10.4
5627;22;6.4;0.26;0.26;1.1;0.052;22;176;0.99304;2.09;0.54;9.3
5628;18;5.9;0.25;0.27;1.5;0.029;37;81;0.9892;2.2;0.46;12.2
5629;27;6.1;0.28;0.3;7.75;0.031;33;139;0.99296;2.22;0.46;11
5630;23;6.9;0.19;0.38;1.15;0.023;30;105;0.99047;2.11;0.38;11.4
5631;16;6.4;0.29;0.57;1;0.06;15;120;0.9924;2.06;0.41;9.5
5632;25;6.8;0.27;0.22;17.8;0.034;16;116;0.9989;2.07;0.53;9.2
5633;17;7.5;0.26;0.38;5.7;0.021;23;125;0.99338;2.13;0.62;11.1
5634;23;6.8;0.27;0.22;17.8;0.034;16;116;0.9989;2.07;0.53;9.2
5635;17;6.4;0.2;0.22;7.4;0.032;53;172;0.99404;2.24;0.58;11
5636;27;7.3;0.33;0.22;1.4;0.041;40;177;0.99287;2.14;0.48;9.9
5637;19;7.3;0.34;0.22;1.4;0.044;43;176;0.99286;2.14;0.46;9.9
5638;18;6.4;0.29;0.57;1;0.06;15;120;0.9924;2.06;0.41;9.5
5639;11;6.1;1.1;0.16;4.4;0.033;8;109;0.99058;2.35;0.47;12.4
5640;25;6.3;0.24;0.29;1.6;0.052;48;185;0.9934;2.21;0.5;9.4
5641;29;6.2;0.24;0.22;7.9;0.053;45;149;0.99545;2.23;0.52;9.3
5642;16;7.4;0.16;0.27;15.5;0.05;25;135;0.9984;1.9;0.43;8.7
5643;11;7.4;0.16;0.27;15.5;0.05;25;135;0.9984;1.9;0.43;8.7
5644;18;7.4;0.16;0.27;15.5;0.05;25;135;0.9984;1.9;0.43;8.7
5645;30;7.4;0.16;0.27;15.5;0.05;25;135;0.9984;1.9;0.43;8.7
5646;13;7.2;0.17;0.28;17.55;0.05;33;154;0.99971;1.94;0.43;9
5647;17;6.9;0.19;0.35;13.5;0.038;49;118;0.99546;2;0.63;10.7
5648;18;6.9;0.19;0.35;13.5;0.038;49;118;0.99546;2;0.63;10.7
5649;17;6.8;0.16;0.36;1.3;0.034;32;98;0.99058;2.02;0.58;11.3
5650;28;7.4;0.16;0.27;15.5;0.05;25;135;0.9984;1.9;0.43;8.7
5651;13;6.8;0.3;0.27;11.6;0.028;22;97;0.99314;1.96;0.38;11.7
5652;16;6.2;0.24;0.22;7.9;0.053;45;149;0.99545;2.23;0.52;9.3
5653;10;7.4;0.16;0.27;15.5;0.05;25;135;0.9984;1.9;0.43;8.7
5654;17;7.2;0.17;0.28;17.55;0.05;33;154;0.99971;1.94;0.43;9
5655;23;6.8;0.3;0.27;11.6;0.028;22;97;0.99314;1.96;0.38;11.7
5656;10;6.5;0.43;0.18;13.15;0.032;25;131;0.99565;2.23;0.51;10.7
5657;10;6.6;0.17;0.36;1.9;0.036;38;110;0.99056;2.05;0.54;11.4
5658;29;6.9;0.19;0.35;13.5;0.038;49;118;0.99546;2;0.63;10.7
5659;16;6.8;0.16;0.36;1.3;0.034;32;98;0.99058;2.02;0.58;11.3
5660;19;6.4;0.41;0.01;6.1;0.048;20;70;0.99362;2.19;0.42;10
5661;16;6.4;0.41;0.01;6.1;0.048;20;70;0.99362;2.19;0.42;10
5662;19;7.4;0.36;0.32;1.9;0.036;27;119;0.99196;2.15;0.49;11.2
5663;28;6.1;0.17;0.21;1.9;0.09;44;130;0.99255;2.07;0.41;9.7
5664;12;5.5;0.28;0.21;1.6;0.032;23;85;0.99027;2.42;0.42;12.5
5665;25;6.6;0.5;0.26;11.3;0.029;32;110;0.99302;2.27;0.78;12.9
5666;19;7.1;0.44;0.27;8.4;0.057;60;160;0.99257;2.16;0.36;11.8
5667;16;6.9;0.38;0.28;8.3;0.062;22;166;0.99506;2.16;0.72;10.6
5668;20;7.1;0.44;0.27;8.4;0.057;60;160;0.99257;2.16;0.36;11.8
5669;12;6.2;0.24;0.28;12.2;0.049;54;133;0.9952;2.19;0.37;10.7
5670;11;6.1;0.28;0.27;8;0.048;41;162;0.99498;2.21;0.51;9.9
5671;19;7.6;0.26;0.32;1.3;0.048;23;76;0.9903;1.96;0.46;12
5672;14;7.5;0.16;0.38;12.7;0.043;70.5;163;0.99706;2.15;0.82;10.4
5673;20;6.5;0.36;0.16;1.3;0.054;11;107;0.99398;2.19;0.39;8.5
5674;21;6.6;0.35;0.19;10.5;0.06;15;82;0.99588;2.13;0.38;9.9
5675;13;5.7;0.25;0.26;12.5;0.049;52.5;120;0.99691;2.08;0.45;9.4
5676;26;7.4;0.37;0.26;9.6;0.05;33;134;0.99608;2.13;0.46;10.4
5677;26;5.7;0.25;0.21;1.5;0.044;21;108;0.99142;2.3;0.59;11
5678;15;5.8;0.23;0.21;1.5;0.044;21;110;0.99138;2.3;0.57;11
5679;22;5.4;0.265;0.28;7.8;0.052;27;91;0.99432;2.19;0.38;10.4
5680;16;5.7;0.25;0.27;10.8;0.05;58;116;0.99592;2.1;0.5;9.8
5681;30;5.7;0.25;0.26;12.5;0.049;52.5;106;0.99691;2.08;0.45;9.4
5682;24;5.9;0.23;0.28;8.6;0.046;37;142;0.99432;2.23;0.53;10.6
5683;21;6.2;0.3;0.32;1.2;0.052;32;185;0.99266;2.28;0.44;10.1
5684;25;6.5;0.33;0.24;14.5;0.048;20;96;0.99456;2.06;0.3;11.5
5685;29;7.4;0.26;0.29;3.7;0.048;14;73;0.9915;2.06;0.45;11.4
5686;19;7;0.2;0.4;1.1;0.058;30;93;0.99322;2.03;0.38;9.2
5687;14;6.5;0.21;0.42;1.1;0.059;33;101;0.9927;2.12;0.38;9.7
5688;28;7.3;0.25;0.27;3.8;0.047;16;79;0.99173;2.07;0.46;11.3
5689;27;6.8;0.27;0.24;4.6;0.098;36;127;0.99412;2.15;0.49;9.6
5690;21;6.7;0.24;0.3;10.2;0.07;44;179;0.99666;1.86;0.46;8.9
5691;20;6.4;0.14;0.28;7.9;0.057;21;82;0.99425;2.26;0.36;10
5692;13;6.4;0.5;0.2;2.4;0.059;19;112;0.99314;2.18;0.4;9.2
5693;19;6.6;0.41;0.27;10.7;0.11;20;103;0.99672;2.08;0.41;9
5694;16;6.4;0.25;0.28;4.9;0.03;29;98;0.99024;2.09;0.58;12.8
5695;21;6.6;0.41;0.27;10.7;0.11;20;103;0.99672;2.08;0.41;9
5696;21;8;0.25;0.35;1.1;0.054;13;136;0.99366;2.08;0.55;9.5
5697;14;6.4;0.14;0.28;7.9;0.057;21;82;0.99425;2.26;0.36;10
5698;29;6.6;0.21;0.34;5.6;0.046;30;140;0.99299;2.22;0.38;11
5699;20;6.4;0.5;0.2;2.4;0.059;19;112;0.99314;2.18;0.4;9.2
5700;17;6.3;0.29;0.23;14.2;0.037;24;99;0.99528;2.08;0.38;10.6
5701;26;6.9;0.37;0.23;9.5;0.057;54;166;0.99568;2.23;0.42;10
5702;12;6.9;0.37;0.23;9.5;0.057;54;166;0.99568;2.23;0.42;10
5703;16;5.7;0.31;0.28;4.1;0.03;22;86;0.99062;2.31;0.38;11.7
5704;18;6.9;0.45;0.27;4.7;0.035;17;80;0.99058;2.12;0.36;12.5
5705;14;6.9;0.3;0.45;1.4;0.039;36;122;0.99059;2.07;0.47;11.1
5706;22;5.3;0.23;0.56;0.9;0.041;46;141;0.99119;2.16;0.62;9.7
5707;29;6.8;0.3;0.26;20.3;0.037;45;150;0.99727;2.04;0.38;12.3
