ID;Edad de la Persana Testing;Ingrediente_1;Ingrediente_2;Ingrediente_3;Sodio en mg;Gramos de aspartamo;Azucar Gramos;Gramos entre Azucar y otros endulcorantes;Densidad;pH;Litros de Cafeina;Grado de Colorante;Indice_Satisfaccion
3285;10;7.2;0.25;0.28;14.4;0.055;55;205;0.9986;2.12;0.38;9;1
3286;23;7.4;0.26;0.37;9.4;0.047;42;147;0.9982;2.46;0.72;10;0
3287;23;7.3;0.26;0.33;17.85;0.049;41.5;195;1;2.06;0.44;9.1;1
3288;16;6.7;0.25;0.26;1.55;0.041;118.5;216;0.9949;2.55;0.63;9.4;0
3289;24;7.1;0.16;0.25;1.3;0.034;28;123;0.9915;2.27;0.55;11.4;1
3290;14;9;0.43;0.3;1.5;0.05;7;175;0.9951;2.11;0.45;9.7;0
3291;19;7.2;0.25;0.28;14.4;0.055;55;205;0.9986;2.12;0.38;9;1
3292;19;7;0.24;0.3;4.2;0.04;41;213;0.9927;2.28;0.49;11.8;1
3293;17;6.7;0.265;0.22;8.6;0.048;54;198;0.9955;2.25;0.41;10.2;0
3294;15;7.7;0.12;0.32;1.4;0.06;47;150;0.9952;2.37;0.42;9.2;1
3295;24;7.2;0.21;0.33;3;0.036;35;132;0.9928;2.25;0.4;11;1
3296;10;8.5;0.32;0.36;14.9;0.041;47;190;0.9982;2.08;0.31;10;1
3297;21;6.9;0.18;0.3;2;0.038;39;190;0.9914;2.32;0.37;12.2;1
3298;25;7;0.24;0.3;4.2;0.04;41;213;0.9927;2.28;0.49;11.8;1
3299;23;6.3;0.26;0.29;2.2;0.043;35;175;0.9918;2.38;0.43;11.6;1
3300;28;6.7;0.26;0.3;1.8;0.043;25;121;0.9944;2.44;0.61;10.2;1
3301;26;7.9;0.29;0.36;11.1;0.033;43;208;0.9969;2.14;0.46;10.3;0
3302;29;6.5;0.27;0.19;4.2;0.046;6;114;0.9955;2.25;0.35;8.6;0
3303;30;6.7;0.33;0.42;6.4;0.058;27;151;0.9954;2.16;0.44;9.6;0
3304;16;6.7;0.31;0.42;6.4;0.057;25;148;0.9955;2.16;0.45;9.6;0
3305;27;6.6;0.25;0.31;1.5;0.035;32;127;0.9921;2.41;0.47;11.3;1
3306;19;6.4;0.24;0.22;1.5;0.038;38;157;0.9934;2.41;0.55;9.9;1
3307;14;6.8;0.26;0.29;16.95;0.056;48;179;0.9998;2.45;0.4;9.6;0
3308;28;7;0.61;0.26;1.7;0.051;25;161;0.9946;2.36;0.6;10.6;0
3309;29;6.8;0.22;0.3;13.6;0.055;50;180;0.9984;2.44;0.39;9.8;0
3310;30;8.1;0.31;0.24;1.6;0.032;10;67;0.9924;2.08;0.47;10.5;0
3311;20;7;0.2;0.3;6.1;0.037;31;120;0.9939;2.24;0.51;10.8;0
3312;30;7.9;0.18;0.37;3;0.061;25;178;0.995;2.22;0.51;10;1
3313;20;6.6;0.34;0.27;6.2;0.059;23;136;0.9957;2.3;0.49;10.1;1
3314;30;6.8;0.3;0.24;6.6;0.123;35;116;0.9953;2.07;0.48;9.4;0
3315;10;6.5;0.18;0.34;1.6;0.04;43;148;0.9912;2.32;0.59;11.5;1
3316;18;7;0.21;0.31;6;0.046;29;108;0.9939;2.26;0.5;10.8;1
3317;22;6.8;0.27;0.32;1.5;0.044;19;142;0.9921;2.1;0.43;9.9;1
3318;10;9.3;0.2;0.33;1.7;0.05;28;178;0.9954;2.16;0.43;9;0
3319;14;5.8;0.23;0.27;1.8;0.043;24;69;0.9933;2.38;0.31;9.4;1
3320;20;7.6;0.2;0.39;2.6;0.044;30;180;0.9941;2.46;0.44;10.8;1
3321;22;8.2;0.15;0.48;2.7;0.052;24;190;0.995;2.5;0.45;10.9;1
3322;29;7.5;0.4;1;19.5;0.041;33;148;0.9977;2.24;0.38;12;1
3323;14;6.5;0.18;0.34;1.6;0.04;43;148;0.9912;2.32;0.59;11.5;1
3324;26;7;0.13;0.3;5;0.056;31;122;0.9945;2.47;0.42;10.5;1
3325;10;6.9;0.17;0.22;4.6;0.064;55;152;0.9952;2.29;0.37;9.3;1
3326;15;7;0.3;0.32;6.4;0.034;28;97;0.9924;2.23;0.44;11.8;1
3327;11;7.6;0.445;0.44;14.5;0.045;68;212;0.9986;2.48;0.36;10;1
3328;14;6.8;0.3;0.24;6.6;0.123;35;116;0.9953;2.07;0.48;9.4;0
3329;19;7.5;0.22;0.33;6.7;0.036;45;138;0.9939;2.2;0.68;11.4;1
3330;26;9.2;0.23;0.3;1.1;0.031;40;99;0.9929;1.94;0.3;10.4;1
3331;13;8.7;0.34;0.46;13.8;0.055;68;198;0.9988;2.36;0.37;9.5;1
3332;22;6.6;0.545;0.04;2.5;0.031;48;111;0.9906;2.14;0.32;11.9;0
3333;18;8.1;0.3;0.31;1.1;0.041;49;123;0.9914;1.99;0.45;11.1;1
3334;14;6.9;0.16;0.3;9.6;0.057;50;185;0.9978;2.39;0.38;9.6;1
3335;16;8;0.32;0.36;4.6;0.042;56;178;0.9928;2.29;0.47;12;1
3336;21;6.1;0.22;0.23;3.1;0.052;15;104;0.9948;2.14;0.42;8.7;0
3337;21;6.9;0.16;0.3;9.6;0.057;50;185;0.9978;2.39;0.38;9.6;1
3338;10;7.5;0.15;0.38;1.8;0.054;19;101;0.9946;2.24;0.44;10;0
3339;28;8.4;0.29;0.29;1.05;0.032;4;55;0.9908;1.91;0.32;11.4;0
3340;30;6.6;0.37;0.47;6.5;0.061;23;150;0.9954;2.14;0.45;9.6;1
3341;10;7.7;0.38;0.4;2;0.038;28;152;0.9906;2.18;0.32;12.9;1
3342;23;6.3;0.25;0.23;14.9;0.039;47;142;0.99705;2.14;0.35;9.7;1
3343;13;8.3;0.3;0.36;10;0.042;33;169;0.9982;2.23;0.51;9.3;1
3344;28;6.6;0.22;0.58;1.1;0.133;52;136;0.9932;2.1;0.3;9.1;0
3345;11;6.1;0.34;0.31;12;0.053;46;238;0.9977;2.16;0.48;8.6;0
3346;20;7.5;0.22;0.29;4.8;0.05;33;87;0.994;2.14;0.42;9.9;0
3347;13;8.3;0.3;0.36;10;0.042;33;169;0.9982;2.23;0.51;9.3;1
3348;24;8;0.27;0.24;1.2;0.044;20;102;0.9929;2.28;0.42;10.9;0
3349;20;6.1;0.17;0.27;1.5;0.056;45;135;0.9924;2.2;0.43;10.2;1
3350;20;7.4;0.18;0.3;10.4;0.045;44;174;0.9966;2.11;0.57;9.7;1
3351;27;6.7;0.16;0.28;2.5;0.046;40;153;0.9921;2.38;0.51;11.4;1
3352;29;6.1;0.255;0.44;12.3;0.045;53;197;0.9967;2.24;0.54;9.5;1
3353;21;7.4;0.23;0.25;1.4;0.049;43;141;0.9934;2.42;0.54;10.2;1
3354;15;6.4;0.16;0.28;2.2;0.042;33;93;0.9914;2.31;0.43;11.1;1
3355;27;6.3;0.25;0.23;14.9;0.039;47;142;0.99705;2.14;0.35;9.7;1
3356;28;6.7;0.27;0.25;8;0.053;54;202;0.9961;2.22;0.43;9.3;0
3357;11;6.9;0.29;0.23;8.6;0.056;56;215;0.9967;2.17;0.44;8.8;0
3358;11;9.6;0.21;0.28;1.2;0.038;12;53;0.9926;1.8;0.46;10.6;0
3359;23;6.6;0.62;0.2;8.7;0.046;81;224;0.99605;2.17;0.44;9.3;0
3360;27;6.4;0.28;0.19;5.4;0.042;67;181;0.99435;2.31;0.35;10.2;1
3361;23;8;0.3;0.28;5.7;0.044;31;124;0.9948;2.16;0.51;10.2;1
3362;17;6.4;0.17;0.27;1.5;0.037;20;98;0.9916;2.46;0.42;11;1
3363;19;7.3;0.21;0.3;10.9;0.037;18;112;0.997;2.4;0.5;9.6;1
3364;20;6.7;0.27;0.25;8;0.053;54;202;0.9961;2.22;0.43;9.3;0
3365;26;6.9;0.29;0.23;8.6;0.056;56;215;0.9967;2.17;0.44;8.8;0
3366;27;6.6;0.32;0.26;7.7;0.054;56;209;0.9961;2.17;0.45;8.8;0
3367;14;7.4;0.32;0.22;1.7;0.051;50;179;0.9955;2.28;0.69;8.9;0
3368;16;6.6;0.37;0.07;1.4;0.048;58;144;0.9922;2.17;0.38;10;0
3369;29;7.7;0.43;0.28;4.5;0.046;33;102;0.9918;2.16;0.56;12.2;1
3370;19;7.8;0.39;0.26;9.9;0.059;33;181;0.9955;2.04;0.42;10.9;1
3371;21;6.5;0.18;0.26;1.4;0.041;40;141;0.9941;2.34;0.72;9.5;1
3372;27;7.8;0.4;0.26;9.5;0.059;32;178;0.9955;2.04;0.43;10.9;1
3373;26;7.8;0.39;0.26;9.9;0.059;33;181;0.9955;2.04;0.42;10.9;1
3374;13;6.9;0.19;0.28;3;0.054;33;99;0.9924;2.16;0.4;10.8;1
3375;25;7.7;0.49;1;19.6;0.03;28;135;0.9973;2.24;0.4;12;1
3376;21;6.6;0.25;0.35;14;0.069;42;163;0.999;2.56;0.47;9.8;0
3377;18;6.5;0.18;0.26;1.4;0.041;40;141;0.9941;2.34;0.72;9.5;1
3378;18;6.4;0.15;0.36;1.8;0.034;43;150;0.9922;2.42;0.69;11;1
3379;22;6.4;0.15;0.36;1.8;0.034;43;150;0.9922;2.42;0.69;11;1
3380;12;8.4;0.17;0.31;5.4;0.052;47;150;0.9953;2.24;0.38;9.8;0
3381;18;6.1;0.32;0.37;1.8;0.051;13;200;0.9945;2.49;0.44;10.5;0
3382;12;8.5;0.21;0.26;9.25;0.034;73;142;0.9945;2.05;0.37;11.4;1
3383;15;8.7;0.45;0.4;1.5;0.067;17;100;0.9957;2.27;0.57;10.1;1
3384;14;6.7;0.24;0.29;6.8;0.038;54;127;0.9932;2.33;0.46;11.6;1
3385;24;8.5;0.21;0.26;9.25;0.034;73;142;0.9945;2.05;0.37;11.4;1
3386;16;7.4;0.33;0.26;2.6;0.04;29;115;0.9913;2.07;0.52;11.8;1
3387;25;7.2;0.26;0.3;2.1;0.033;50;158;0.9909;2.33;0.43;12.1;1
3388;16;8.2;0.36;0.29;7.6;0.035;37;122;0.9939;2.16;0.34;12;0
3389;17;7.8;0.2;0.24;1.6;0.026;26;189;0.991;2.08;0.74;12.1;1
3390;28;9.4;0.16;0.3;1.4;0.042;26;176;0.9954;2.15;0.46;9.1;0
3391;22;6.4;0.33;0.24;1.6;0.054;25;117;0.9943;2.36;0.5;9.3;0
3392;10;7.8;0.22;0.36;1.4;0.056;21;153;0.993;2.2;0.53;10.4;1
3393;17;7.4;0.35;0.31;17.95;0.062;42;187;1.0002;2.27;0.64;9.1;0
3394;29;6.6;0.37;0.24;2;0.064;23;120;0.9946;2.32;0.54;9.4;0
3395;23;6.7;0.37;0.41;6.3;0.061;22;149;0.9953;2.16;0.47;9.6;1
3396;29;7.1;0.37;0.32;1.4;0.037;27;126;0.9918;2.19;0.62;12;0
3397;18;6.9;0.25;0.27;9.05;0.039;37;128;0.9936;2.27;0.34;11.3;1
3398;24;6.8;0.23;0.29;15.4;0.073;56;173;0.9984;2.06;0.41;8.7;1
3399;15;6.4;0.26;0.21;7.1;0.04;35;162;0.9956;2.39;0.58;9.9;1
3400;13;7.6;0.3;0.22;10.2;0.049;57;191;0.9966;2.08;0.4;9.3;1
3401;15;9.4;0.16;0.23;1.6;0.042;14;67;0.9942;2.07;0.32;9.5;0
3402;14;6.8;0.23;0.29;15.4;0.073;56;173;0.9984;2.06;0.41;8.7;1
3403;22;6.4;0.26;0.21;7.1;0.04;35;162;0.9956;2.39;0.58;9.9;1
3404;23;7.6;0.3;0.22;10.2;0.049;57;191;0.9966;2.08;0.4;9.3;1
3405;23;7.5;0.33;0.39;12.4;0.065;29;119;0.9974;2.16;0.39;9.4;0
3406;14;7.6;0.38;0.2;3.4;0.046;9;116;0.9944;2.15;0.41;9.4;0
3407;11;8.8;0.2;0.43;15;0.053;60;184;1.0008;2.28;0.79;8.8;1
3408;18;7.5;0.33;0.39;12.4;0.065;29;119;0.9974;2.16;0.39;9.4;0
3409;22;8.8;0.2;0.43;15;0.053;60;184;1.0008;2.28;0.79;8.8;1
3410;16;6.6;0.36;0.21;1.5;0.049;39;184;0.9928;2.18;0.41;9.9;1
3411;30;7.6;0.38;0.2;3.4;0.046;9;116;0.9944;2.15;0.41;9.4;0
3412;20;5.6;0.46;0.24;4.8;0.042;24;72;0.9908;2.29;0.37;12.6;1
3413;25;7.2;0.15;0.38;1.2;0.038;18;110;0.9917;2.19;0.43;11.1;1
3414;16;8.2;0.42;0.29;4.1;0.03;31;100;0.9911;2;0.32;12.8;1
3415;21;6.8;0.3;0.35;2.8;0.038;10;164;0.9912;2.09;0.53;12;1
3416;15;6.7;0.27;0.3;13.9;0.029;34;131;0.9953;2.36;0.5;12;1
3417;16;7.2;0.5;0;0.8;0.034;46;114;0.9932;2.19;0.34;9.2;0
3418;25;6;0.26;0.29;1;0.032;27;96;0.9896;2.38;0.44;12.3;1
3419;30;6.8;0.33;0.28;1.2;0.032;38;131;0.9889;2.19;0.41;13;1
3420;25;6.8;0.3;0.35;2.8;0.038;10;164;0.9912;2.09;0.53;12;1
3421;13;7.4;0.29;0.31;1.7;0.035;23;110;0.9926;2.07;0.38;10.9;0
3422;21;8.2;0.42;0.29;4.1;0.03;31;100;0.9911;2;0.32;12.8;1
3423;21;7.3;0.19;0.24;6.3;0.054;34;231;0.9964;2.36;0.54;10;1
3424;12;6.5;0.32;0.12;11.5;0.033;35;165;0.9974;2.22;0.32;9;0
3425;19;7.1;0.32;0.4;1.5;0.034;13;84;0.9944;2.42;0.6;10.4;0
3426;20;6.5;0.32;0.12;11.5;0.033;35;165;0.9974;2.22;0.32;9;0
3427;23;7.3;0.19;0.24;6.3;0.054;34;231;0.9964;2.36;0.54;10;1
3428;25;7.3;0.17;0.23;6.3;0.051;35;240;0.9963;2.36;0.54;10;1
3429;28;7.7;0.44;0.24;11.2;0.031;41;167;0.9948;2.12;0.43;11.3;1
3430;12;7.7;0.44;0.24;11.2;0.031;41;167;0.9948;2.12;0.43;11.3;1
3431;18;7.4;0.49;0.24;15.1;0.03;34;153;0.9953;2.13;0.51;12;1
3432;19;7.7;0.44;0.24;11.2;0.031;41;167;0.9948;2.12;0.43;11.3;1
3433;13;7.4;0.49;0.24;15.1;0.03;34;153;0.9953;2.13;0.51;12;1
3434;17;6.4;0.21;0.3;5.6;0.044;43;160;0.9949;2.6;0.41;10.6;1
3435;26;8;0.55;0.42;12.6;0.211;37;213;0.9988;1.99;0.56;9.3;0
3436;17;7;0.19;0.23;5.7;0.123;27;104;0.9954;2.04;0.54;9.4;1
3437;21;7.2;0.24;0.29;2.2;0.037;37;102;0.992;2.27;0.64;11;1
3438;27;6.5;0.34;0.36;11;0.052;53;247;0.9984;2.44;0.55;9.3;1
3439;18;7;0.19;0.23;5.7;0.123;27;104;0.9954;2.04;0.54;9.4;1
3440;30;6.9;0.18;0.33;1;0.054;24;164;0.9926;2.42;0.51;10.5;0
3441;18;7.2;0.24;0.29;2.2;0.037;37;102;0.992;2.27;0.64;11;1
3442;28;8.2;0.18;0.31;11.8;0.039;96;249;0.9976;2.07;0.52;9.5;1
3443;20;8.3;0.28;0.45;7.8;0.059;32;139;0.9972;2.33;0.77;11.2;1
3444;25;6.1;0.34;0.46;4.7;0.029;21;94;0.991;2.29;0.62;12.3;1
3445;13;7.4;0.44;0.2;11.5;0.049;44;157;0.998;2.27;0.44;9;0
3446;12;7.6;0.26;0.58;7.9;0.041;62;180;0.9966;2.07;0.38;9;0
3447;26;7.4;0.44;0.2;11.5;0.049;44;157;0.998;2.27;0.44;9;0
3448;12;8.7;0.49;0.57;17.8;0.052;34;243;1.0007;1.98;0.82;9;0
3449;30;7;0.24;0.25;1.7;0.042;48;189;0.992;2.25;0.42;11.4;1
3450;13;7.1;0.25;0.25;1.6;0.046;50;181;0.9925;2.2;0.42;11;1
3451;26;6.1;0.34;0.46;4.7;0.029;21;94;0.991;2.29;0.62;12.3;1
3452;27;6.4;0.18;0.31;1.6;0.049;36;127;0.9934;2.6;0.67;10.4;1
3453;15;8.3;0.27;0.39;2.4;0.058;16;107;0.9955;2.28;0.59;10.3;0
3454;12;6.8;0.24;0.35;6.4;0.048;44;172;0.9944;2.29;0.55;10.5;1
3455;25;8;0.22;0.28;14;0.053;83;197;0.9981;2.14;0.45;9.8;1
3456;21;10;0.91;0.42;1.6;0.056;34;181;0.9968;2.11;0.46;10;0
3457;15;8.9;0.34;0.34;1.6;0.056;13;176;0.9946;2.14;0.47;9.7;0
3458;24;8.9;0.33;0.34;1.4;0.056;14;171;0.9946;2.13;0.47;9.7;0
3459;15;8;0.22;0.28;14;0.053;83;197;0.9981;2.14;0.45;9.8;1
3460;29;6.7;0.18;0.19;4.7;0.046;57;161;0.9946;2.32;0.66;10.5;1
3461;27;7.8;0.2;0.28;10.2;0.054;78;186;0.997;2.14;0.46;10;1
3462;10;7.3;0.13;0.31;2.3;0.054;22;104;0.9924;2.24;0.92;11.5;1
3463;25;6.6;0.28;0.3;7.8;0.049;57;202;0.9958;2.24;0.39;9.5;0
3464;16;7.1;0.25;0.3;2.4;0.042;25;122;0.994;2.43;0.61;10.5;1
3465;23;7.6;0.36;0.44;8.3;0.255;28;142;0.9958;2.12;0.43;10.2;1
3466;30;7.6;0.27;0.25;13.9;0.05;45;199;0.9984;2.34;0.5;9.8;1
3467;24;6.9;0.37;0.28;13.8;0.031;34;137;0.9948;2.1;0.37;11.6;1
3468;30;7.4;0.21;0.27;7.3;0.031;41;144;0.9932;2.15;0.38;11.8;1
3469;11;8.2;0.18;0.28;8.5;0.035;41;140;0.9952;2.04;0.37;10.1;1
3470;12;6.3;0.19;0.21;1.8;0.049;35;163;0.9924;2.31;0.5;10.3;1
3471;26;7;0.21;0.22;5.1;0.048;38;168;0.9945;2.34;0.49;10.4;1
3472;18;5.8;0.33;0.2;16.05;0.047;26;166;0.9976;2.09;0.46;8.9;0
3473;23;5.8;0.33;0.2;16.05;0.047;26;166;0.9976;2.09;0.46;8.9;0
3474;27;7.9;0.29;0.31;7.35;0.034;37;154;0.9938;2.06;0.31;10.8;0
3475;15;6.6;0.31;0.38;16.05;0.058;16;165;0.9997;2.38;0.6;9.2;0
3476;14;8;0.19;0.3;2;0.053;48;140;0.994;2.18;0.49;9.6;1
3477;17;8;0.2;0.36;1.2;0.032;21;78;0.9921;2.08;0.37;10.4;1
3478;10;8;0.25;0.26;14;0.043;41;248;0.9986;2.03;0.57;8.7;1
3479;17;7.2;0.2;0.61;16.2;0.043;14;103;0.9987;2.06;0.36;9.2;1
3480;21;7.7;0.3;0.42;14.3;0.045;45;213;0.9991;2.18;0.63;9.2;0
3481;25;7.2;0.2;0.61;16.2;0.043;14;103;0.9987;2.06;0.36;9.2;1
3482;11;7.7;0.3;0.42;14.3;0.045;45;213;0.9991;2.18;0.63;9.2;0
3483;29;7.7;0.3;0.42;14.3;0.045;45;213;0.9991;2.18;0.63;9.2;0
3484;21;6.4;0.22;0.32;7.9;0.029;34;124;0.9948;2.4;0.39;10.2;0
3485;14;7.2;0.2;0.61;16.2;0.043;14;103;0.9987;2.06;0.36;9.2;1
3486;19;7;0.53;0.02;1;0.036;39;107;0.993;2.2;0.32;9;0
3487;20;7.3;0.24;0.41;13.6;0.05;41;178;0.9988;2.37;0.43;9.7;0
3488;13;7.2;0.24;0.4;17.85;0.049;50;185;1;2.34;0.42;9.6;0
3489;27;7.6;0.15;0.4;1.3;0.036;24;112;0.9932;2.14;0.76;10;0
3490;22;7.7;0.3;0.42;14.3;0.045;45;213;0.9991;2.18;0.63;9.2;0
3491;28;7.6;0.33;0.41;13.7;0.045;44;197;0.9989;2.18;0.64;9.1;0
3492;10;6.8;0.24;0.31;18.3;0.046;40;142;1;2.3;0.41;8.7;0
3493;23;6.8;0.24;0.31;18.3;0.046;40;142;1;2.3;0.41;8.7;0
3494;21;6.8;0.35;0.44;6.5;0.056;31;161;0.9952;2.14;0.44;9.5;0
3495;15;7.9;0.26;0.33;10.3;0.039;73;212;0.9969;1.93;0.49;9.5;1
3496;18;7.5;0.29;0.67;8.1;0.037;53;166;0.9966;1.9;0.41;8.9;1
3497;29;7.5;0.29;0.67;8.1;0.037;53;166;0.9966;1.9;0.41;8.9;1
3498;26;7.2;0.31;0.41;8.6;0.053;15;89;0.9976;2.29;0.64;9.9;1
3499;28;6.7;0.44;0.31;1.9;0.03;41;104;0.99;2.29;0.62;12.6;1
3500;22;10;0.23;0.27;14.1;0.033;45;166;0.9988;1.72;0.43;9.7;1
3501;25;7.4;0.21;0.3;7.9;0.039;14;118;0.9942;1.96;0.34;10.4;0
3502;22;8.8;0.23;0.35;10.7;0.04;26;183;0.9984;1.93;0.49;9.1;1
3503;28;7.8;0.34;0.27;1.2;0.04;25;106;0.9932;2.01;0.55;10.4;0
3504;26;7.9;0.26;0.33;10.3;0.039;73;212;0.9969;1.93;0.49;9.5;1
3505;22;7.5;0.29;0.67;8.1;0.037;53;166;0.9966;1.9;0.41;8.9;1
3506;17;6;0.28;0.35;1.9;0.037;16;120;0.9933;2.16;0.69;10.6;0
3507;28;7.9;0.37;0.3;2.7;0.029;64;158;0.9916;2.12;0.59;12;1
3508;20;7.2;0.36;0.36;5.7;0.038;26;98;0.9914;1.93;0.59;12.5;1
3509;14;7.6;0.13;0.34;9.3;0.062;40;126;0.9966;2.21;0.39;9.6;0
3510;23;6.6;0.25;0.36;8.1;0.045;54;180;0.9958;2.08;0.42;9.2;0
3511;20;7.1;0.18;0.26;1.3;0.041;20;71;0.9926;2.04;0.74;9.9;1
3512;21;7.9;0.3;0.27;8.5;0.036;20;112;0.9939;1.96;0.46;11.7;1
3513;17;8.3;0.23;0.3;2.1;0.049;21;153;0.9953;2.09;0.5;9.6;1
3514;14;6.8;0.43;0.3;3.5;0.033;27;135;0.9906;2;0.37;12;1
3515;15;7.2;0.36;0.36;5.7;0.038;26;98;0.9914;1.93;0.59;12.5;1
3516;18;6.6;0.25;0.36;8.1;0.045;54;180;0.9958;2.08;0.42;9.2;0
3517;22;7.1;0.18;0.26;1.3;0.041;20;71;0.9926;2.04;0.74;9.9;1
3518;20;6.6;0.35;0.29;14.4;0.044;54;177;0.9991;2.17;0.58;8.9;1
3519;30;7.3;0.22;0.5;13.7;0.049;56;189;0.9994;2.24;0.66;9;1
3520;14;8.1;0.26;0.33;11.1;0.052;52.5;158;0.9976;2.03;0.49;10.2;1
3521;19;7.6;0.13;0.34;9.3;0.062;40;126;0.9966;2.21;0.39;9.6;0
3522;20;7;0.12;0.19;4.9;0.055;27;127;0.9953;2.29;0.41;9.4;0
3523;17;8.2;0.37;0.27;1.7;0.028;10;59;0.9923;1.97;0.48;10.4;0
3524;22;7.6;0.26;0.36;1.6;0.032;6;106;0.993;2.15;0.4;10.4;0
3525;20;6.3;0.2;0.58;1.4;0.204;15;97;0.9931;2.16;0.43;10;1
3526;10;6.3;0.22;0.57;1.4;0.208;14;96;0.9932;2.16;0.43;10;1
3527;21;7.1;0.25;0.28;1.6;0.052;46;169;0.9926;2.05;0.41;10.5;0
3528;17;7;0.27;0.32;6.8;0.047;47;193;0.9938;2.23;0.39;11.4;1
3529;13;8.8;0.34;0.33;9.7;0.036;46;172;0.9966;2.08;0.4;10.2;0
3530;15;9.2;0.27;0.34;10.5;0.043;49;228;0.9974;2.04;0.41;10.4;1
3531;29;7.1;0.49;0.22;2;0.047;146.5;307.5;0.9924;2.24;0.37;11;0
3532;16;9.2;0.71;0.23;6.2;0.042;15;93;0.9948;1.89;0.34;10.1;1
3533;28;7.2;0.47;0.65;8.3;0.083;27;182;0.9964;2;0.35;9.2;0
3534;24;6.8;0.28;0.36;1.6;0.04;25;87;0.9924;2.23;0.66;10.3;1
3535;28;8.8;0.34;0.33;9.7;0.036;46;172;0.9966;2.08;0.4;10.2;0
3536;22;9.2;0.27;0.34;10.5;0.043;49;228;0.9974;2.04;0.41;10.4;1
3537;15;7.3;0.13;0.27;4.6;0.08;34;172;0.9938;2.23;0.39;11.1;1
3538;20;7.2;0.16;0.35;1.2;0.031;27;84;0.9928;2.33;0.34;9.9;0
3539;23;6.8;0.31;0.32;7.6;0.052;35;143;0.9959;2.14;0.38;9;0
3540;19;8.3;0.36;0.57;15;0.052;35;256;1.0001;1.93;0.64;8.6;0
3541;25;6.8;0.31;0.32;7.6;0.052;35;143;0.9959;2.14;0.38;9;0
3542;21;8.3;0.36;0.57;15;0.052;35;256;1.0001;1.93;0.64;8.6;0
3543;22;6.3;0.25;0.44;11.6;0.041;48;195;0.9968;2.18;0.52;9.5;0
3544;20;6;0.45;0.42;1.1;0.051;61;197;0.9932;2.02;0.4;9;0
3545;11;8.1;0.26;0.3;7.8;0.049;39;152;0.9954;1.99;0.58;10;1
3546;19;6.4;0.22;0.32;12;0.066;57;158;0.9992;2.6;0.43;9;1
3547;20;5.7;0.45;0.42;1.1;0.051;61;197;0.9932;2.02;0.4;9;0
3548;18;7.2;0.19;0.31;1.4;0.046;37;135;0.9939;2.34;0.57;10.2;1
3549;17;6.7;0.31;0.44;6.7;0.054;29;160;0.9952;2.04;0.44;9.6;0
3550;11;8;0.25;0.13;17.2;0.036;49;219;0.9996;1.96;0.46;9.7;0
3551;14;9.9;1.005;0.46;1.4;0.046;34;185;0.9966;2.02;0.49;10.2;0
3552;16;8.1;0.31;0.36;8.2;0.028;29;142;0.9925;2.01;0.34;13;1
3553;24;8.1;0.24;0.38;4.3;0.044;49;172;0.996;2.37;0.74;10.8;1
3554;13;8;0.25;0.13;17.2;0.036;49;219;0.9996;1.96;0.46;9.7;0
3555;20;6.4;0.29;0.28;11.1;0.063;66;169;0.9973;1.89;0.57;9;0
3556;11;7.2;0.15;0.33;1.1;0.027;16;63;0.9937;2.37;0.4;9.9;0
3557;26;7;0.12;0.32;7.2;0.058;22;89;0.9966;2.29;0.38;9.2;1
3558;13;7.4;0.32;0.55;16.6;0.056;53;238;1.0017;1.96;0.58;8.7;1
3559;16;8.5;0.17;0.31;1;0.024;13;91;0.993;1.79;0.37;10.1;0
3560;25;8.5;0.17;0.31;1;0.024;13;91;0.993;1.79;0.37;10.1;0
3561;15;9.5;0.21;0.47;1.3;0.039;21;123;0.9959;1.9;0.64;9.5;0
3562;28;8.2;0.21;0.48;1.4;0.041;11;99;0.9958;2.17;0.57;9.9;0
3563;17;7.4;0.32;0.55;16.6;0.056;53;238;1.0017;1.96;0.58;8.7;1
3564;19;6.8;0.31;0.42;6.9;0.046;50;173;0.9958;2.19;0.46;9;0
3565;25;6.8;0.27;0.28;13.3;0.076;50;163;0.9979;2.03;0.38;8.6;1
3566;17;7.4;0.21;0.3;8.1;0.047;13;114;0.9941;2.12;0.35;10.5;1
3567;26;8;0.23;0.35;9.2;0.044;53;186;0.997;2.09;0.56;9.5;1
3568;18;7.6;0.2;0.31;1.4;0.047;41;142;0.9934;2.43;0.53;10.1;1
3569;22;6.3;0.41;0.3;3.2;0.03;49;164;0.9927;2.53;0.79;11.7;1
3570;12;8.3;0.49;0.43;2.5;0.036;32;116;0.9944;2.23;0.47;10.7;1
3571;22;6.3;0.41;0.3;3.2;0.03;49;164;0.9927;2.53;0.79;11.7;1
3572;30;7.6;0.2;0.26;4.5;0.086;37;133;0.9963;2.15;0.42;9.2;0
3573;20;7.5;0.26;0.26;18.35;0.084;33;139;1.0011;2.17;0.39;8.8;0
3574;29;7.5;0.26;0.26;18.35;0.084;33;139;1.0011;2.17;0.39;8.8;0
3575;16;6.8;0.27;0.35;7.8;0.048;76;197;0.9959;2.24;0.43;9.5;1
3576;16;6.8;0.28;0.37;7;0.057;35;208;0.9973;2.57;0.55;10.2;0
3577;23;8.4;0.2;0.27;6.3;0.048;30;143;0.9966;2.25;0.5;9.1;1
3578;10;7.9;0.33;0.26;1.2;0.044;23;103;0.9932;2.19;0.54;10.5;1
